measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,America,Both,All Ages,Musculoskeletal disorders,Number,2001,16857.16826050221,17052.816067341682,16650.57158111627
Deaths,America,Both,All Ages,Musculoskeletal disorders,Percent,2001,0.0030512027196748317,0.003086782727409341,0.0030150111376758717
Deaths,America,Both,All Ages,Musculoskeletal disorders,Rate,2001,2.0151348128368953,2.038522887306151,1.990437891360316
Deaths,America,Both,All Ages,HIV/AIDS and sexually transmitted infections,Number,2001,72937.01848166622,81232.19049314049,67258.18638463481
Deaths,America,Both,All Ages,HIV/AIDS and sexually transmitted infections,Percent,2001,0.01320177432830712,0.014720228022337512,0.012186046145669158
Deaths,America,Both,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2001,8.719016314935619,9.710635407803,8.040158983850127
Deaths,America,Both,All Ages,Respiratory infections and tuberculosis,Number,2001,277465.54830493545,281622.66311768815,273685.37881928444
Deaths,America,Both,All Ages,Respiratory infections and tuberculosis,Percent,2001,0.050222082376654924,0.05093956934056247,0.049576896716886004
Deaths,America,Both,All Ages,Respiratory infections and tuberculosis,Rate,2001,33.16870764482095,33.66565628119223,32.71681969951238
Deaths,America,Both,All Ages,Enteric infections,Number,2001,53116.3833943817,56121.85777770518,50427.53172395866
Deaths,America,Both,All Ages,Enteric infections,Percent,2001,0.009614186574547337,0.010141477576422066,0.009131174868976107
Deaths,America,Both,All Ages,Enteric infections,Rate,2001,6.349623593709165,6.708903157472873,6.028193652221312
Deaths,America,Both,All Ages,Other infectious diseases,Number,2001,38050.3595215308,40314.06263182463,35088.203137108394
Deaths,America,Both,All Ages,Other infectious diseases,Percent,2001,0.006887219797722738,0.007294791431722332,0.0063507896784690595
Deaths,America,Both,All Ages,Other infectious diseases,Rate,2001,4.548605253733892,4.819212206988823,4.194503997872141
Deaths,America,Both,All Ages,Maternal and neonatal disorders,Number,2001,154400.57618968104,159616.2587954321,148863.28649112192
Deaths,America,Both,All Ages,Maternal and neonatal disorders,Percent,2001,0.027946860687805743,0.028908417241563445,0.026961472931789146
Deaths,America,Both,All Ages,Maternal and neonatal disorders,Rate,2001,18.45730975652207,19.080801402873103,17.795372646570183
Deaths,America,Both,All Ages,Cardiovascular diseases,Number,2001,1741965.0899184102,1751050.812568777,1734779.368459083
Deaths,America,Both,All Ages,Cardiovascular diseases,Percent,2001,0.31530149168331345,0.31694893150324494,0.31405514020349834
Deaths,America,Both,All Ages,Cardiovascular diseases,Rate,2001,208.23749524207219,209.3236181145261,207.37850177150415
Deaths,America,Both,All Ages,Substance use disorders,Number,2001,49620.402614408296,50373.20626291799,48628.53961927077
Deaths,America,Both,All Ages,Substance use disorders,Percent,2001,0.008981453823802719,0.009117139799474629,0.008799672371281998
Deaths,America,Both,All Ages,Substance use disorders,Rate,2001,5.931708053811517,6.021699493411559,5.813139049802148
